52.193982,0.136063,38.3,29.5,109.9
52.194198,0.135639,38.4,29.6,110.3
52.194231,0.135464,38.5,29.5,108.6
52.194222,0.135217,48.4,32.0,106.8
52.194378,0.134609,47.9,32.4,91.5
52.194400,0.134535,47.5,32.6,85.2
52.194482,0.134522,46.4,34.7,86.7
52.194616,0.134496,46.3,34.8,81.7
52.194696,0.134521,44.5,34.7,79.4
52.194850,0.134558,39.6,34.4,80.0
52.195032,0.134627,39.6,34.3,64.4
52.195087,0.134672,39.1,34.3,60.2
52.195169,0.134735,39.4,34.2,57.6
52.195550,0.134866,39.3,34.1,56.2
52.195631,0.134918,39.0,34.0,56.0
52.195711,0.134973,41.6,34.6,56.8
52.196011,0.134989,41.4,34.6,55.2
52.196129,0.134881,41.5,34.4,53.0
52.196177,0.134705,40.4,34.7,53.5
52.196279,0.134085,40.4,35.0,56.5
52.196302,0.133888,40.9,35.6,55.7
52.196331,0.133618,48.0,37.7,52.8
52.196403,0.133213,48.0,38.0,51.7
52.196461,0.133103,47.9,38.2,51.3
52.196634,0.133078,44.1,35.0,48.8
52.196926,0.133071,44.6,34.7,47.2
52.197008,0.133079,43.8,34.3,47.1
52.197089,0.132958,35.5,30.7,44.6
52.197291,0.132078,35.7,30.8,46.2
52.197319,0.131996,35.9,30.9,49.7
52.197397,0.132007,36.9,29.8,52.5
52.197473,0.132230,36.4,29.6,52.8
52.197520,0.132340,36.7,29.6,53.8
52.197602,0.132453,35.6,28.8,55.4
52.197838,0.132397,35.6,28.8,54.8
52.197934,0.132278,34.9,28.6,57.2
52.198074,0.132124,38.8,29.8,61.0
52.198470,0.131624,39.0,29.9,71.0
52.198577,0.131467,39.0,30.0,69.4
52.198688,0.131265,39.5,31.8,71.8
52.198931,0.131002,39.1,32.1,73.9
52.199024,0.130889,39.0,32.2,72.8
52.199175,0.130663,37.6,33.3,64.1
52.199573,0.130131,37.0,32.9,58.4
52.199639,0.129961,36.9,32.8,50.3
52.199714,0.129791,38.0,31.0,52.0
52.199943,0.129553,37.3,30.8,48.8
52.200045,0.129470,36.5,30.5,48.7
52.200137,0.129351,36.9,29.2,48.4
52.200328,0.129061,35.6,29.3,42.4
52.200337,0.128991,35.4,29.3,42.6
52.200321,0.128869,33.7,29.0,34.6
52.200147,0.128464,32.6,28.8,26.4
52.200134,0.128338,32.3,28.8,26.8
52.200147,0.128225,36.8,29.9,28.4
52.200341,0.128075,37.9,30.0,28.1
52.200421,0.128017,38.2,29.9,23.1
52.200532,0.127980,39.0,29.8,21.5
52.200945,0.128003,39.7,29.8,19.4
52.201081,0.128022,40.5,30.0,17.6
52.201264,0.128040,36.5,29.3,16.1
52.201596,0.128101,36.1,29.5,14.5
52.201738,0.128125,39.0,29.5,13.6
52.201914,0.128153,39.2,29.9,12.9
52.202194,0.128178,39.6,29.9,12.2
52.202319,0.128188,38.6,29.7,12.8
52.202498,0.128210,38.1,29.6,13.0
52.202983,0.128278,38.0,29.7,12.8
52.203114,0.128295,37.9,29.7,12.5
52.203289,0.128318,39.2,29.7,12.8
52.203623,0.128350,39.9,29.7,13.3
52.203668,0.128293,40.5,29.8,14.4
52.203708,0.128262,41.3,30.2,15.8
52.203818,0.128077,41.5,30.3,22.6
52.203871,0.127981,41.7,30.5,32.5
52.203906,0.127837,41.1,30.4,38.5
52.203993,0.127326,40.9,30.4,26.2
52.204070,0.127383,41.2,30.3,29.4
52.204191,0.127469,37.4,29.3,31.5
52.204426,0.127634,37.6,29.1,33.2
52.204534,0.127712,37.1,29.0,33.6
52.204680,0.127831,36.9,29.6,37.8
52.204906,0.127970,35.5,29.3,32.2
52.204991,0.128045,35.4,29.3,34.4
52.205124,0.128153,34.7,29.3,35.2
52.205312,0.128316,35.3,29.1,30.5
52.205464,0.128426,35.5,29.3,33.3
52.205669,0.128558,35.2,28.2,33.7
52.206020,0.128790,35.3,28.3,28.1
52.206162,0.128885,35.5,28.5,27.9
52.206291,0.128978,34.7,28.3,28.6
52.206576,0.129020,35.2,28.2,34.7
52.206721,0.129015,34.0,28.4,36.7
52.206917,0.129036,35.0,29.3,40.8
52.207205,0.129075,35.4,29.5,50.0
52.207319,0.129095,35.8,29.6,54.7
52.207412,0.129121,37.4,30.0,57.3
52.207619,0.129263,37.9,30.2,53.9
52.207716,0.129235,38.4,30.2,53.2
52.207825,0.129210,39.6,29.8,51.4
52.208094,0.129115,39.2,29.6,46.7
52.208259,0.129007,38.6,29.6,41.4
52.208496,0.128859,36.9,28.6,35.3
52.208852,0.128608,36.6,28.4,28.7
52.209017,0.128503,36.3,28.5,27.6
